LID,VideoFile,Label,MLabeler,MLabelTime,ProjectID
3203,MC6_5__0007_vid__9902__2417__25244__185__746.mp4,m,Zack,3/5/19 12:00,MC6_5
3204,MC6_5__0007_vid__9923__1674__25273__580__863.mp4,m,Zack,3/5/19 12:00,MC6_5
3205,MC6_5__0007_vid__9946__1513__25330__686__459.mp4,m,Zack,3/5/19 12:00,MC6_5
3206,MC6_5__0007_vid__10020__3666__25513__478__731.mp4,m,Zack,3/5/19 12:00,MC6_5
3207,MC6_5__0007_vid__10129__1237__25691__602__610.mp4,m,Zack,3/5/19 12:00,MC6_5
3208,MC6_5__0007_vid__10237__1312__25970__667__301.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,26:19.8,MC6_5
3209,MC6_5__0007_vid__10302__196__26456__852__526.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,36:17.6,MC6_5
3210,MC6_5__0007_vid__10336__877__26497__371__848.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,48:10.5,MC6_5
3211,MC6_5__0007_vid__10356__560__26517__693__102.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,32:57.1,MC6_5
3212,MC6_5__0007_vid__10883__599__26999__776__1026.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,42:46.2,MC6_5
3213,MC6_5__0007_vid__11136__7076__27220__477__342.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,37:03.1,MC6_5
3214,MC6_5__0007_vid__11138__1641__27221__605__296.mp4,m,Zack,3/5/19 12:00,MC6_5
3215,MC6_5__0007_vid__11460__2093__27484__109__255.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,24:55.5,MC6_5
3216,MC6_5__0007_vid__11466__1328__27492__678__567.mp4,t,Zack,3/5/19 12:00,MC6_5
3217,MC6_5__0007_vid__11622__131__27609__179__822.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,45:21.7,MC6_5
3218,MC6_5__0007_vid__11656__6454__27655__453__784.mp4,m,Zack,3/5/19 12:00,MC6_5
3219,MC6_5__0007_vid__11746__1305__27724__455__642.mp4,m,Zack,3/5/19 12:00,MC6_5
3220,MC6_5__0007_vid__12163__3594__28111__664__166.mp4,m,Zack,3/5/19 12:00,MC6_5
3221,MC6_5__0007_vid__12315__7450__28258__652__536.mp4,m,Zack,3/5/19 12:00,MC6_5
3222,MC6_5__0007_vid__12371__664__28316__458__664.mp4,m,Zack,3/5/19 12:00,MC6_5
3223,MC6_5__0007_vid__13048__2940__28860__391__1047.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,37:04.4,MC6_5
3224,MC6_5__0007_vid__13300__8568__29133__634__380.mp4,m,Zack,3/5/19 12:00,MC6_5
3225,MC6_5__0007_vid__13625__1759__29654__530__1020.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,33:31.8,MC6_5
3226,MC6_5__0007_vid__13659__1466__29695__747__879.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,44:58.5,MC6_5
3227,MC6_5__0007_vid__13684__843__29710__559__371.mp4,t,Zack,3/5/19 12:00,MC6_5
3228,MC6_5__0007_vid__13836__5515__29852__336__657.mp4,m,Zack,3/5/19 12:00,MC6_5
3229,MC6_5__0007_vid__13911__2393__29930__821__598.mp4,d,Zack,3/5/19 12:00,MC6_5
3230,MC6_5__0007_vid__13932__560__29977__516__889.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,27:43.5,MC6_5
3231,MC6_5__0007_vid__13940__1514__29981__635__829.mp4,m,Zack,3/5/19 12:00,MC6_5
3232,MC6_5__0007_vid__14015__1396__30066__139__298.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,44:00.3,MC6_5
3233,MC6_5__0007_vid__14017__607__30069__225__808.mp4,d,Zack,3/5/19 12:00,MC6_5
3234,MC6_5__0007_vid__14072__647__30127__823__906.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,39:55.8,MC6_5
3235,MC6_5__0007_vid__14101__1333__30151__261__860.mp4,m,Zack,3/5/19 12:00,MC6_5
3236,MC6_5__0007_vid__14355__1247__30541__398__536.mp4,m,Zack,3/5/19 12:00,MC6_5
3237,MC6_5__0007_vid__14411__842__30656__623__1051.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,26:15.4,MC6_5
3238,MC6_5__0007_vid__14633__2082__30929__735__713.mp4,m,Zack,3/5/19 12:00,MC6_5
3239,MC6_5__0007_vid__14755__3313__31083__685__681.mp4,m,Zack,3/5/19 12:00,MC6_5
3240,MC6_5__0007_vid__14835__829__31170__102__585.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,39:36.5,MC6_5
3241,MC6_5__0007_vid__15193__4278__31745__433__596.mp4,m,Zack,3/5/19 12:00,MC6_5
3242,MC6_5__0007_vid__15394__1756__32064__619__498.mp4,m,Zack,3/5/19 12:00,MC6_5
3243,MC6_5__0007_vid__15398__4682__32076__426__703.mp4,m,Zack,3/5/19 12:00,MC6_5
3244,MC6_5__0007_vid__15446__2025__32157__693__710.mp4,m,Zack,3/5/19 12:00,MC6_5
3245,MC6_5__0007_vid__15641__680__32462__139__970.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,26:26.8,MC6_5
3246,MC6_5__0007_vid__15684__976__32524__711__486.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,21:07.4,MC6_5
3247,MC6_5__0007_vid__15693__1115__32528__313__146.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,20:38.7,MC6_5
3248,MC6_5__0007_vid__15811__4524__32685__462__680.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,43:09.3,MC6_5
3249,MC6_5__0007_vid__15913__1809__32902__475__772.mp4,m,Zack,3/5/19 12:00,MC6_5
3250,MC6_5__0007_vid__16036__853__33099__121__397.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,25:20.3,MC6_5
3251,MC6_5__0007_vid__16115__1270__33184__263__1016.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,39:38.3,MC6_5
3252,MC6_5__0007_vid__16124__2306__33194__574__737.mp4,m,Zack,3/5/19 12:00,MC6_5
3253,MC6_5__0007_vid__16143__1824__33212__658__112.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,51:30.6,MC6_5
3254,MC6_5__0007_vid__16209__627__33326__761__1059.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,46:49.4,MC6_5
3255,MC6_5__0007_vid__16275__913__33390__713__852.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,25:06.3,MC6_5
3256,MC6_5__0007_vid__16420__2413__33584__218__183.mp4,m,Zack,3/5/19 12:00,MC6_5
3257,MC6_5__0007_vid__16432__3625__33608__265__693.mp4,m,Zack,3/5/19 12:00,MC6_5
3258,MC6_5__0007_vid__16606__523__33898__485__1014.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,41:03.6,MC6_5
3259,MC6_5__0007_vid__16806__2628__34323__688__660.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,22:33.3,MC6_5
3260,MC6_5__0007_vid__16811__530__34334__808__629.mp4,t,Zack,3/5/19 12:00,MC6_5
3261,MC6_5__0007_vid__17162__2461__34850__198__208.mp4,m,Zack,3/5/19 12:00,MC6_5
3262,MC6_5__0007_vid__17326__2243__35089__119__103.mp4,m,Zack,3/5/19 12:00,MC6_5
3263,MC6_5__0007_vid__17475__916__35357__310__368.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,29:26.9,MC6_5
3264,MC6_5__0007_vid__17556__1359__35495__386__356.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,36:29.3,MC6_5
3265,MC6_5__0007_vid__17608__626__35598__790__326.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,27:18.6,MC6_5
3266,MC6_5__0007_vid__17616__515__35605__239__571.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,37:31.0,MC6_5
3267,MC6_5__0007_vid__17845__1273__36069__639__506.mp4,m,Zack,3/5/19 12:00,MC6_5
3268,MC6_5__0007_vid__17937__828__36244__366__714.mp4,t,Zack,3/5/19 12:00,MC6_5
3269,MC6_5__0007_vid__17967__697__36276__626__836.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,51:46.7,MC6_5
3270,MC6_5__0007_vid__18021__1048__36383__317__353.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,40:49.4,MC6_5
3271,MC6_5__0007_vid__18032__990__36411__219__406.mp4,m,Zack,3/5/19 12:00,MC6_5
3272,MC6_5__0007_vid__18044__2927__36454__438__531.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,33:25.9,MC6_5
3273,MC6_5__0007_vid__18146__674__36641__238__491.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,50:38.1,MC6_5
3274,MC6_5__0007_vid__18216__925__36784__293__197.mp4,t,Zack,3/5/19 12:00,MC6_5
3275,MC6_5__0007_vid__18252__2128__36922__439__882.mp4,d,Zack,3/5/19 12:00,MC6_5
3276,MC6_5__0007_vid__18286__406__36984__280__119.mp4,t,Zack,3/5/19 12:00,MC6_5
3277,MC6_5__0007_vid__18306__691__37040__786__285.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,38:21.1,MC6_5
3278,MC6_5__0007_vid__18376__629__37209__804__773.mp4,t,Zack,3/5/19 12:00,MC6_5
3279,MC6_5__0007_vid__18482__1200__37375__814__903.mp4,d,Zack,3/5/19 12:00,MC6_5
3280,MC6_5__0007_vid__18551__932__37446__344__717.mp4,t,Zack,3/5/19 12:00,MC6_5
3281,MC6_5__0007_vid__18607__9338__37526__639__474.mp4,m,Zack,3/5/19 12:00,MC6_5
3282,MC6_5__0007_vid__18707__880__37634__390__439.mp4,m,Zack,3/5/19 12:00,MC6_5
3283,MC6_5__0007_vid__18730__14790__37678__166__735.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,45:50.4,MC6_5
3284,MC6_5__0007_vid__18955__554__38146__823__795.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,49:25.5,MC6_5
3285,MC6_5__0007_vid__18999__674__38244__599__294.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,51:38.8,MC6_5
3286,MC6_5__0007_vid__19010__713__38264__306__181.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,38:43.9,MC6_5
3287,MC6_5__0007_vid__19067__615__38398__711__910.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,29:48.9,MC6_5
3288,MC6_5__0007_vid__19135__123__38547__704__870.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,43:37.4,MC6_5
3289,MC6_5__0007_vid__19168__1595__38642__303__840.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,45:13.0,MC6_5
3290,MC6_5__0007_vid__19197__2702__38672__748__426.mp4,m,Zack,3/5/19 12:00,MC6_5
3291,MC6_5__0007_vid__19219__1001__38722__744__591.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,48:31.9,MC6_5
3292,MC6_5__0007_vid__19260__646__38765__106__1011.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,37:40.1,MC6_5
3293,MC6_5__0007_vid__19271__909__38778__275__807.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,30:00.6,MC6_5
3294,MC6_5__0007_vid__19284__833__38803__642__697.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,43:29.4,MC6_5
3295,MC6_5__0007_vid__19368__998__38967__485__716.mp4,m,Zack,3/5/19 12:00,MC6_5
3296,MC6_5__0007_vid__19369__4206__38969__336__650.mp4,m,Zack,3/5/19 12:00,MC6_5
3297,MC6_5__0007_vid__19418__1154__39065__474__644.mp4,m,Zack,3/5/19 12:00,MC6_5
3298,MC6_5__0007_vid__19454__827__39097__330__501.mp4,t,Zack,3/5/19 12:00,MC6_5
3299,MC6_5__0007_vid__19478__746__39119__656__1012.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,36:22.4,MC6_5
3300,MC6_5__0007_vid__19532__8527__39197__409__675.mp4,m,Zack,3/5/19 12:00,MC6_5
3301,MC6_5__0007_vid__19538__850__39214__505__710.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,40:14.9,MC6_5
3302,MC6_5__0007_vid__19539__1155__39216__496__1049.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,34:22.5,MC6_5
3303,MC6_5__0007_vid__19545__2449__39227__385__781.mp4,m,Zack,3/5/19 12:00,MC6_5
3304,MC6_5__0007_vid__19566__6091__39274__684__381.mp4,m,Zack,3/5/19 12:00,MC6_5
3305,MC6_5__0007_vid__19592__635__39313__483__781.mp4,t,Zack,3/5/19 12:00,MC6_5
3306,MC6_5__0008_vid__483__1248__3920__390__307.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,09:03.5,MC6_5
3307,MC6_5__0008_vid__545__3620__4484__510__103.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,55:16.8,MC6_5
3308,MC6_5__0008_vid__554__954__4496__497__134.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,08:33.9,MC6_5
3309,MC6_5__0008_vid__1077__8951__5817__748__770.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,07:56.4,MC6_5
3310,MC6_5__0008_vid__1110__828__5883__625__678.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,01:05.5,MC6_5
3311,MC6_5__0008_vid__1264__1018__6023__716__467.mp4,m,Zack,3/5/19 12:00,MC6_5
3312,MC6_5__0008_vid__1597__2791__6395__664__801.mp4,m,Zack,3/5/19 12:00,MC6_5
3313,MC6_5__0008_vid__1600__504__6396__572__873.mp4,t,Zack,3/5/19 12:00,MC6_5
3314,MC6_5__0008_vid__1626__626__6449__713__574.mp4,t,Zack,3/5/19 12:00,MC6_5
3315,MC6_5__0008_vid__1659__1404__6499__680__522.mp4,m,Zack,3/5/19 12:00,MC6_5
3316,MC6_5__0008_vid__1860__1188__6916__632__547.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,03:08.4,MC6_5
3317,MC6_5__0008_vid__1884__731__6993__820__397.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,54:58.5,MC6_5
3318,MC6_5__0008_vid__1893__577__7001__758__573.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,06:42.8,MC6_5
3319,MC6_5__0008_vid__1901__706__7018__796__665.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,04:54.7,MC6_5
3320,MC6_5__0008_vid__1983__2140__7178__505__500.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,03:11.7,MC6_5
3321,MC6_5__0008_vid__1994__2095__7210__694__476.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,59:13.4,MC6_5
3322,MC6_5__0008_vid__1997__1796__7215__465__167.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,09:22.7,MC6_5
3323,MC6_5__0008_vid__2096__1327__7387__861__679.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,00:57.0,MC6_5
3324,MC6_5__0008_vid__2221__619__7645__731__1027.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,10:02.9,MC6_5
3325,MC6_5__0008_vid__2232__2148__7654__520__241.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,09:51.5,MC6_5
3326,MC6_5__0008_vid__2485__1491__8147__515__122.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,54:45.3,MC6_5
3327,MC6_5__0008_vid__2657__2676__8477__544__527.mp4,m,Zack,3/5/19 12:00,MC6_5
3328,MC6_5__0008_vid__2730__1301__8633__568__492.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,56:59.0,MC6_5
3329,MC6_5__0008_vid__2790__1236__8741__227__791.mp4,t,Zack,3/5/19 12:00,MC6_5
3330,MC6_5__0008_vid__2904__1978__8933__510__156.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,10:13.3,MC6_5
3331,MC6_5__0008_vid__3012__1591__9166__332__376.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,00:09.4,MC6_5
3332,MC6_5__0008_vid__3111__1128__9317__237__369.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,06:19.4,MC6_5
3333,MC6_5__0008_vid__3199__2059__9467__680__837.mp4,m,Zack,3/5/19 12:00,MC6_5
3334,MC6_5__0008_vid__3214__663__9501__806__227.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,56:08.9,MC6_5
3335,MC6_5__0008_vid__3228__3576__9550__468__222.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,05:05.8,MC6_5
3336,MC6_5__0008_vid__3409__832__9874__478__119.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,02:22.1,MC6_5
3337,MC6_5__0008_vid__3488__1249__10009__663__553.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,03:15.2,MC6_5
3338,MC6_5__0008_vid__3497__1201__10017__367__308.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,01:58.4,MC6_5
3339,MC6_5__0008_vid__3527__838__10050__665__175.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,53:33.2,MC6_5
3340,MC6_5__0008_vid__3667__699__10318__260__1041.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,03:34.3,MC6_5
3341,MC6_5__0008_vid__3876__1123__10691__740__655.mp4,d,Zack,3/5/19 12:00,MC6_5
3342,MC6_5__0008_vid__3895__5399__10759__448__818.mp4,m,Zack,3/5/19 12:00,MC6_5
3343,MC6_5__0008_vid__3937__3225__10818__514__643.mp4,m,Zack,3/5/19 12:00,MC6_5
3344,MC6_5__0008_vid__3948__727__10835__756__866.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,06:26.1,MC6_5
3345,MC6_5__0008_vid__3981__2171__10918__391__256.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,10:28.2,MC6_5
3346,MC6_5__0008_vid__4037__1416__11061__250__694.mp4,m,Zack,3/5/19 12:00,MC6_5
3347,MC6_5__0008_vid__4174__1899__11335__700__505.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,06:08.9,MC6_5
3348,MC6_5__0008_vid__4194__531__11411__290__212.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,59:24.4,MC6_5
3349,MC6_5__0008_vid__4264__1493__11583__734__421.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,06:55.4,MC6_5
3350,MC6_5__0008_vid__4346__1922__11791__557__315.mp4,d,Zack,3/5/19 12:00,MC6_5
3351,MC6_5__0008_vid__4486__2195__12026__226__712.mp4,m,Zack,3/5/19 12:00,MC6_5
3352,MC6_5__0008_vid__4507__594__12050__222__906.mp4,t,Zack,3/5/19 12:00,MC6_5
3353,MC6_5__0008_vid__4625__660__12217__726__172.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,59:08.9,MC6_5
3354,MC6_5__0008_vid__4724__1082__12414__700__865.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,59:03.5,MC6_5
3355,MC6_5__0008_vid__4737__785__12433__253__885.mp4,m,Zack,3/5/19 12:00,MC6_5
3356,MC6_5__0008_vid__4831__584__12501__320__836.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,57:02.8,MC6_5
3357,MC6_5__0008_vid__4832__613__12501__314__1051.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,06:21.1,MC6_5
3358,MC6_5__0008_vid__4912__6443__12553__590__738.mp4,m,Zack,3/5/19 12:00,MC6_5
3359,MC6_5__0008_vid__5033__973__12632__769__1059.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,05:59.5,MC6_5
3360,MC6_5__0008_vid__5093__1220__12669__817__657.mp4,m,Zack,3/5/19 12:00,MC6_5
3361,MC6_5__0008_vid__5182__2301__12728__675__628.mp4,m,Zack,3/5/19 12:00,MC6_5
3362,MC6_5__0008_vid__5319__1220__12802__212__742.mp4,t,Zack,3/5/19 12:00,MC6_5
3363,MC6_5__0008_vid__5490__932__12926__192__763.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,02:07.8,MC6_5
3364,MC6_5__0008_vid__5509__1385__12942__374__304.mp4,d,Zack,3/5/19 12:00,MC6_5
3365,MC6_5__0008_vid__5514__1124__12948__252__811.mp4,t,Zack,3/5/19 12:00,MC6_5
3366,MC6_5__0008_vid__5588__2294__13054__225__680.mp4,m,Zack,3/5/19 12:00,MC6_5
3367,MC6_5__0008_vid__5708__817__13172__155__664.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,08:38.0,MC6_5
3368,MC6_5__0008_vid__5760__697__13272__623__584.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,07:38.6,MC6_5
3369,MC6_5__0008_vid__6025__1642__13862__690__505.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,58:39.2,MC6_5
3370,MC6_5__0008_vid__6045__603__13903__415__322.mp4,t,Zack,3/5/19 12:00,MC6_5
3371,MC6_5__0008_vid__6117__848__14137__413__212.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,02:30.7,MC6_5
3372,MC6_5__0008_vid__6231__2583__14564__133__864.mp4,m,Zack,3/5/19 12:00,MC6_5
3373,MC6_5__0008_vid__6290__1265__14929__594__1015.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,04:46.0,MC6_5
3374,MC6_5__0008_vid__6633__1951__16160__359__880.mp4,m,Zack,3/5/19 12:00,MC6_5
3375,MC6_5__0008_vid__6652__2263__16298__516__130.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,03:21.0,MC6_5
3376,MC6_5__0008_vid__6669__689__16452__478__227.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,59:40.7,MC6_5
3377,MC6_5__0008_vid__6691__1454__16604__381__312.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,09:31.4,MC6_5
3378,MC6_5__0008_vid__6796__2106__17491__705__806.mp4,m,Zack,3/5/19 12:00,MC6_5
3379,MC6_5__0008_vid__7207__1528__17907__623__391.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,04:30.5,MC6_5
3380,MC6_5__0008_vid__7303__899__17998__512__855.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,04:43.4,MC6_5
3381,MC6_5__0008_vid__7322__620__18005__688__584.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,09:44.0,MC6_5
3382,MC6_5__0008_vid__7655__3781__18340__673__405.mp4,m,Zack,3/5/19 12:00,MC6_5
3383,MC6_5__0008_vid__7798__1754__18489__827__483.mp4,d,Zack,3/5/19 12:00,MC6_5
3384,MC6_5__0008_vid__7817__1172__18523__801__351.mp4,t,Zack,3/5/19 12:00,MC6_5
3385,MC6_5__0008_vid__8087__1975__18860__329__1036.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,10:09.2,MC6_5
3386,MC6_5__0008_vid__8088__19307__18868__139__790.mp4,m,Zack,3/5/19 12:00,MC6_5
3387,MC6_5__0008_vid__8340__3029__19221__566__754.mp4,m,Zack,3/5/19 12:00,MC6_5
3388,MC6_5__0008_vid__8430__7094__19353__528__797.mp4,m,Zack,3/5/19 12:00,MC6_5
3389,MC6_5__0008_vid__8438__2864__19361__556__745.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,59:31.8,MC6_5
3390,MC6_5__0008_vid__8626__294__19557__479__1004.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,54:49.7,MC6_5
3391,MC6_5__0008_vid__8676__545__19628__740__1044.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,08:54.2,MC6_5
3392,MC6_5__0008_vid__8678__987__19629__729__848.mp4,m,Zack,3/5/19 12:00,MC6_5
3393,MC6_5__0008_vid__8700__663__19695__382__898.mp4,d,Zack,3/5/19 12:00,MC6_5
3394,MC6_5__0008_vid__8784__873__19775__168__1025.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,07:12.2,MC6_5
3395,MC6_5__0008_vid__8847__781__19900__782__847.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,08:29.4,MC6_5
3396,MC6_5__0008_vid__8851__671__19900__843__912.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,05:44.9,MC6_5
3397,MC6_5__0008_vid__8943__588__20126__736__239.mp4,t,Zack,3/5/19 12:00,MC6_5
3398,MC6_5__0008_vid__8984__135__20189__666__989.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,02:41.6,MC6_5
3399,MC6_5__0008_vid__9103__712__20358__176__851.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,03:43.4,MC6_5
3400,MC6_5__0008_vid__9287__464__20591__489__394.mp4,d,Zack,3/5/19 12:00,MC6_5
3401,MC6_5__0008_vid__9319__1464__20618__856__518.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,03:30.2,MC6_5
3402,MC6_5__0008_vid__9464__1282__20823__409__852.mp4,t,Zack,3/5/19 12:00,MC6_5
3403,MC6_5__0008_vid__9513__750__20880__291__844.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,53:37.8,MC6_5
3404,MC6_5__0008_vid__9641__6165__21024__686__721.mp4,m,Zack,3/5/19 12:00,MC6_5
3405,MC6_5__0008_vid__9694__706__21104__596__1030.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,57:04.8,MC6_5
3406,MC6_5__0008_vid__9733__647__21177__822__589.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,05:57.0,MC6_5
3407,MC6_5__0008_vid__9829__664__21358__231__434.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,55:40.0,MC6_5
3408,MC6_5__0008_vid__9990__493__21705__699__772.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,06:34.3,MC6_5
3409,MC6_5__0008_vid__10043__846__21808__651__583.mp4,m,Zack,3/5/19 12:00,MC6_5
3410,MC6_5__0008_vid__10047__865__21818__779__525.mp4,d,Zack,3/5/19 12:00,MC6_5
3411,MC6_5__0008_vid__10125__1065__21968__490__1031.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,03:33.5,MC6_5
3412,MC6_5__0008_vid__10225__1168__22117__112__727.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,56:16.8,MC6_5
3413,MC6_5__0008_vid__10353__3149__22309__413__459.mp4,m,Zack,3/5/19 12:00,MC6_5
3414,MC6_5__0008_vid__10428__1340__22457__358__379.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,58:44.5,MC6_5
3415,MC6_5__0008_vid__10496__579__22586__385__897.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,05:22.0,MC6_5
3416,MC6_5__0008_vid__10619__696__22782__131__922.mp4,m,Zack,3/5/19 12:00,MC6_5
3417,MC6_5__0008_vid__10673__790__22871__173__966.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,03:56.1,MC6_5
3418,MC6_5__0008_vid__10741__701__22955__565__681.mp4,t,Zack,3/5/19 12:00,MC6_5
3419,MC6_5__0008_vid__11011__2163__23209__713__111.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,07:21.2,MC6_5
3420,MC6_5__0008_vid__11016__409__23209__367__1013.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,02:13.6,MC6_5
3421,MC6_5__0008_vid__11067__1145__23229__413__306.mp4,t,Zack,3/5/19 12:00,MC6_5
3422,MC6_5__0008_vid__11239__533__23356__121__1023.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,59:14.7,MC6_5
3423,MC6_5__0008_vid__11575__1348__23679__524__867.mp4,m,Zack,3/5/19 12:00,MC6_5
3424,MC6_5__0008_vid__11612__659__23726__310__734.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,04:13.5,MC6_5
3425,MC6_5__0008_vid__11629__501__23734__412__876.mp4,t,Zack,3/5/19 12:00,MC6_5
3426,MC6_5__0008_vid__11730__1438__23804__503__1011.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,58:02.5,MC6_5
3427,MC6_5__0008_vid__11967__620__23991__454__968.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,06:00.7,MC6_5
